"","id","institution_name","institution_address","outbreak_setting","type_of_outbreak","causative_agent_1","causative_agent_2","date_outbreak_began","date_declared_over","active","setting_count","type_count","outbreak_year","year_count"
"1595",331,"University Health Network - Toronto General Hospital - 12 Fl","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-01-21,2021-02-06,"N",102,385,"2021",394
"1596",331,"Weston Gardens Retirement Residence","303 Queens Dr","Retirement Home","Respiratory","COVID-19",NA,2023-10-26,2023-11-30,"N",195,1016,"2023",1066
"1597",332,"Chartwell Avondale Retirement Residence - 2nd & 4th Fl","1238 Queen St","Retirement Home","Respiratory","COVID-19",NA,2023-10-25,2023-11-02,"N",195,1016,"2023",1066
"1598",332,"Chartwell Scarlett Heights Retirement Residence - 9th Fl","4005 Eglinton Avenue","Retirement Home","Respiratory","COVID-19",NA,2021-01-20,2021-02-05,"N",55,385,"2021",394
"1599",332,"Craiglee Nursing Home","102 Craiglee Dr","LTCH","Respiratory","COVID-19",NA,2020-04-15,2020-06-09,"N",316,519,"2020",553
"1600",332,"Scarborough Retirement Residence - 2nd, 3rd, 4th, 5th, 6th & 7th Fl","148 Markham Rd","Retirement Home","Enteric","Norovirus-like",NA,2022-10-17,2022-10-31,"N",205,23,"2022",1133
"1601",333,"Kennedy Lodge - 3 South","1400 Kennedy Rd","LTCH","Respiratory","COVID-19",NA,2023-10-25,2023-11-06,"N",601,1016,"2023",1066
"1602",333,"North York General Hospital - General Site - 3 North","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-01-20,2021-02-20,"N",102,385,"2021",394
"1603",333,"Reactivation Care Centre - Sunnybrook - A3S","200 Church St","Hospital-Chronic Care","Respiratory","COVID-19",NA,2020-04-14,2020-05-16,"N",49,519,"2020",553
"1604",333,"St. George Care Community - 1st, 2nd, 3rd, 4th & 5th Fl","225 St. George St","LTCH","Respiratory","COVID-19",NA,2022-10-17,2022-11-18,"N",477,1107,"2022",1133
"1605",334,"Delmanor Prince Edward","4180 Dundas St W","Retirement Home","Respiratory","COVID-19",NA,2023-10-24,2023-11-10,"N",195,1016,"2023",1066
"1606",334,"Delmanor Wynford - 3rd & 4th Fl","187 Wynford Dr","Retirement Home","Respiratory","COVID-19",NA,2022-10-16,2022-11-03,"N",205,1107,"2022",1133
"1607",334,"Maynard Nursing Home","28 Halton St","LTCH","Respiratory","COVID-19",NA,2020-04-14,2020-05-27,"N",316,519,"2020",553
"1608",334,"Scarborough Health Network-Centenary Hospital - YC3ME","2867 Ellesmere Road","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-01-20,2021-02-03,"N",102,385,"2021",394
"1609",335,"Eatonville Care Centre","420 The East Mall","LTCH","Respiratory","COVID-19",NA,2023-10-24,2023-11-17,"N",601,1016,"2023",1066
"1610",335,"Extendicare Scarborough","3830 Lawrence Ave E","LTCH","Respiratory","COVID-19",NA,2020-04-14,2020-06-15,"N",316,519,"2020",553
"1611",335,"St. Clair O'Connor Community Nursing Home - 3rd Fl (LTCH Area)","2701 St Clair Avenue East","LTCH","Respiratory","COVID-19",NA,2022-10-16,2022-11-03,"N",477,1107,"2022",1133
"1612",335,"Unity Health Toronto - Providence Healthcare - B3","3276 St. Clair Avenue East","Hospital-Chronic Care","Respiratory","COVID-19",NA,2021-01-19,2021-02-02,"N",47,385,"2021",394
"1613",336,"St. Michael's Hospital (Unity Health Toronto) - In-Centre Di","30 Bond St","Hospital-Acute Care","Respiratory","COVID-19",NA,2020-04-13,2020-05-11,"N",82,519,"2020",553
"1614",336,"The Annex","123 Spadina Rd","Retirement Home","Respiratory","COVID-19",NA,2022-10-16,2022-11-04,"N",205,1107,"2022",1133
"1615",336,"Unity Health Toronto - St. Joseph's - 4LM","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19",NA,2023-10-24,2023-10-30,"N",107,1016,"2023",1066
"1616",336,"William Osler Health System - 9E","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-01-19,2021-02-01,"N",102,385,"2021",394
"1617",337,"Cummer Lodge - 2, 3 & 4 North","205 Cummer Ave","LTCH","Respiratory","COVID-19",NA,2021-01-18,2021-02-13,"N",187,385,"2021",394
"1618",337,"Cummer Lodge - 2N & 4S","205 Cummer Ave","LTCH","Respiratory","COVID-19",NA,2023-10-23,2023-11-19,"N",601,1016,"2023",1066
"1619",337,"Kipling Acres - 3 South (Thistletown)","2233 Kipling Ave","LTCH","Respiratory","COVID-19",NA,2022-10-15,2022-11-07,"N",477,1107,"2022",1133
"1620",337,"McCall Centre for Continuing Care - 3 & 4 West","140 Sherway Dr","Hospital-Chronic Care","Respiratory","COVID-19",NA,2020-04-13,2020-05-19,"N",49,519,"2020",553
"1621",338,"Fieldstone Commons Care Community","1000 Ellesmere Rd","LTCH","Respiratory","COVID-19",NA,2021-01-18,2021-02-26,"N",187,385,"2021",394
"1622",338,"Leaside Retirement Residence - 3rd & 6th Fl Building 10","10 -14 William Morgan Drive","Retirement Home","Respiratory","COVID-19",NA,2023-10-23,2023-11-08,"N",195,1016,"2023",1066
"1623",338,"Scarborough Health Network - Scarborough General - 4C - Medicine","3050 Lawrence Ave E","Hospital-Acute Care","Respiratory","COVID-19",NA,2022-10-15,2022-11-21,"N",248,1107,"2022",1133
"1624",338,"Sisters of St. Joseph","22 O'Connor Dr","LTCH","Respiratory","COVID-19",NA,2020-04-13,2020-05-20,"N",316,519,"2020",553
"1625",339,"L'Chaim Retirement Home - 3rd Fl","718 Sheppard Ave W","Retirement Home","Respiratory","COVID-19",NA,2020-04-13,2020-05-29,"N",97,519,"2020",553
"1626",339,"Seven Oaks - 4th Fl","9 Neilson Rd","LTCH","Respiratory","COVID-19",NA,2023-10-23,2023-11-04,"N",601,1016,"2023",1066
"1627",339,"Toronto East Health Network-Michael Garron Hospital - F3","825 Coxwell Avenue","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-01-18,2021-02-04,"N",102,385,"2021",394
"1628",339,"University Health Network - Bickle Centre - S5","130 Dunn Avenue","Hospital-Chronic Care","Respiratory","COVID-19",NA,2022-10-15,2022-11-07,"N",177,1107,"2022",1133
"1629",340,"Bendale Acres - 5th Fl","2920 Lawrence Ave E","LTCH","Respiratory","Rhinovirus",NA,2022-10-14,2022-10-20,"N",477,1107,"2022",1133
"1630",340,"Hawthorne Place Care Centre - 1st, 2nd & 3rd Fl","2045 Finch Ave W","LTCH","Respiratory","COVID-19",NA,2021-01-16,2021-02-08,"N",187,385,"2021",394
"1631",340,"Sagecare Retirement Home - Entire Facility","147 Elder St","Retirement Home","Respiratory","Coronavirus*",NA,2020-04-12,2020-05-07,"N",97,519,"2020",553
"1632",340,"Sherbourne Place - 2nd Fl","345 Sherbourne St","LTCH","Respiratory","COVID-19",NA,2023-10-23,2023-11-27,"N",601,1016,"2023",1066
"1633",341,"Chartwell Avondale Retirement Residence - 2nd & 3rd Fl","1238 Queen Street","Retirement Home","Respiratory","COVID-19",NA,2022-10-14,2022-11-14,"N",205,1107,"2022",1133
"1634",341,"Copernicus Lodge - 2 South","66 Roncesvalles Ave","LTCH","Respiratory","COVID-19",NA,2020-04-12,2020-04-15,"N",316,519,"2020",553
"1635",341,"Ina Grafton Gage Home","40 Bell Estate Road","LTCH","Respiratory","COVID-19",NA,2021-01-15,2021-02-18,"N",187,385,"2021",394
"1636",341,"The Jewish Home for the Aged - 2GS","3560 Bathurst St","LTCH","Respiratory","COVID-19",NA,2023-10-23,2023-10-31,"N",601,1016,"2023",1066
"1637",342,"Chester Village - 4th Fl","3555 Danforth Ave","LTCH","Respiratory","COVID-19",NA,2020-04-12,2020-04-22,"N",316,519,"2020",553
"1638",342,"Harmony Hills Care Community - Toronto - 1A","1800 O'Connor Drive","LTCH","Respiratory","COVID-19",NA,2022-10-14,2022-10-31,"N",477,1107,"2022",1133
"1639",342,"Norfinch Care Community - 1A, 2A & 3B","22 Norfinch Drive","LTCH","Respiratory","COVID-19",NA,2021-01-15,2021-03-18,"N",187,385,"2021",394
"1640",342,"True Davidson Acres - 1st Fl","200 Dawes Rd","LTCH","Respiratory","COVID-19",NA,2023-10-23,2023-11-13,"N",601,1016,"2023",1066
"1641",343,"Jewish Home for the Aged - Unit 4E1","3560 Bathurst St","LTCH","Respiratory","COVID-19",NA,2022-10-14,2022-11-21,"N",477,1107,"2022",1133
"1642",343,"St. Joseph's Health Centre - ICU","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19",NA,2020-04-12,2020-04-26,"N",82,519,"2020",553
"1643",343,"Ukrainian Canadian Care Centre - Basement & 1st Fl","60 Richview Rd","LTCH","Respiratory","COVID-19",NA,2021-01-15,2021-02-19,"N",187,385,"2021",394
"1644",343,"University Health Network - Toronto Western - 4B","399 Bathurst St","Hospital-Acute Care","Respiratory","COVID-19",NA,2023-10-23,2023-11-11,"N",107,1016,"2023",1066
"1645",344,"Sinai Health System - Mount Sinai - 10N","600 University Avenue","Hospital-Acute Care","Respiratory","COVID-19",NA,2022-10-14,2022-10-27,"N",248,1107,"2022",1133
"1646",344,"University Health Network - Transitional Care Program - Queens Estate - 6th Fl","265 Queens Dr","Transitional Care","Respiratory","COVID-19",NA,2023-10-23,2023-10-28,"N",13,1016,"2023",1066
"1647",344,"William Osler Health System-RCC Church - 5B","200 Church Street","Hospital-Chronic Care","Respiratory","COVID-19",NA,2021-01-15,2021-01-29,"N",47,385,"2021",394
"1648",344,"Yee Hong Centre - Scarborough McNicoll - 1st Fl","2311 McNicoll Ave","LTCH","Respiratory","COVID-19",NA,2020-04-12,2020-05-04,"N",316,519,"2020",553
"1649",345,"Chartwell Gibson Long Term Care Residence - 3rd Fl","1925 Steeles Ave E","LTCH","Respiratory","Influenza A (H1N1)",NA,2023-10-22,2023-10-31,"N",601,1016,"2023",1066
"1650",345,"Hazelton Place Retirement Residence - 6th Fl","111 Avenue Rd","Retirement Home","Respiratory","COVID-19",NA,2020-04-12,2020-05-07,"N",97,519,"2020",553
"1651",345,"The O'Neill Centre - 2nd, 3rd & 4th Fl","33 Christie St","LTCH","Respiratory","COVID-19",NA,2022-10-14,2022-11-29,"N",477,1107,"2022",1133
"1652",345,"West Park Healthcare Centre - 2EC","82 Buttonwood Avenue","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-01-14,2021-02-05,"N",102,385,"2021",394
"1653",346,"Lakeshore Lodge - 4th Fl","3197 Lakeshore Blvd W","LTCH","Respiratory","COVID-19",NA,2023-10-22,2023-10-30,"N",601,1016,"2023",1066
"1654",346,"The Claremont Retirement Residence - Entire Faciility","305 Balliol St","Retirement Home","Respiratory","COVID-19",NA,2020-04-12,2020-05-07,"N",97,519,"2020",553
"1655",346,"Unity Health Toronto - St. Joseph's - 2LM","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19",NA,2022-10-14,2022-10-28,"N",248,1107,"2022",1133
"1656",346,"West Park Healthcare Centre - 3EB","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19",NA,2021-01-14,2021-02-02,"N",47,385,"2021",394
"1657",347,"Main Street Terrace","77 Main St","LTCH","Respiratory","COVID-19",NA,2020-04-11,2020-05-15,"N",316,519,"2020",553
"1658",347,"Shepherd Lodge - 5th Fl","3760 Sheppard Ave East","LTCH","Respiratory","COVID-19",NA,2023-10-22,2023-11-07,"N",601,1016,"2023",1066
"1659",347,"University Health Network - Toronto General - 14ES","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19",NA,2022-10-14,2022-11-12,"N",248,1107,"2022",1133
"1660",347,"William Osler Health System - 10th Fl","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-01-14,2021-02-27,"N",102,385,"2021",394
"1661",348,"Cheltenham Care Community - 3rd Fl","5935 Bathurst St","LTCH","Respiratory","COVID-19",NA,2022-10-13,2022-10-29,"N",477,1107,"2022",1133
"1662",348,"Extendicare Guildwood","60 Guildwood Pky","LTCH","Respiratory","COVID-19",NA,2023-10-21,2023-11-08,"N",601,1016,"2023",1066
"1663",348,"Harold and Grace Baker Centre","1 Northwestern Ave","Retirement Home","Respiratory","COVID-19",NA,2020-04-11,2020-05-24,"N",97,519,"2020",553
"1664",348,"University Health Network - Toronto Western Hospital - 6B","399 Bathrust Street","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-01-13,2021-01-25,"N",102,385,"2021",394
"1665",349,"Hawthorne Place Care Centre - 1 Maple Lane, 3 Lily Way & 3 Pine Lane Unit","2045 Finch Ave W","LTCH","Respiratory","COVID-19",NA,2023-10-20,2023-11-15,"N",601,1016,"2023",1066
"1666",349,"Hellenic Home - Ground Fl, 2A & 3A","2411 Lawrence Ave E","LTCH","Respiratory","COVID-19",NA,2022-10-13,2022-11-11,"N",477,1107,"2022",1133
"1667",349,"Humber River Hospital - Wilson - 13 East","1235 Wilson Avenue","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-01-12,2021-01-25,"N",102,385,"2021",394
"1668",349,"The Salvation Army - Toronto Grace Health Centre - 5th Fl","650 Church St","Hospital-Chronic Care","Respiratory","COVID-19",NA,2020-04-10,2020-05-11,"N",49,519,"2020",553
"1669",350,"Canterbury Place Retirement Residence","1 Canterbury Pl","Retirement Home","Respiratory","COVID-19",NA,2020-04-10,2020-05-20,"N",97,519,"2020",553
"1670",350,"Kensington Place Retirement Residence - 2nd, 3rd, 4th, 5th & 6th Fl","866 Sheppard Avenue","Retirement Home","Respiratory","COVID-19",NA,2022-10-13,2022-11-07,"N",205,1107,"2022",1133
"1671",350,"Mon Sheong Scarborough","2030 McNicoll Avenue","LTCH","Respiratory","COVID-19",NA,2021-01-12,2021-02-18,"N",187,385,"2021",394
"1672",350,"North York General Hospital - General Site - 5SE","4001 Leslie St","Hospital-Acute Care","Respiratory","COVID-19",NA,2023-10-20,2023-11-02,"N",107,1016,"2023",1066
"1673",351,"North York General Hospital - General Site - 6 West","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-01-12,2021-02-10,"N",102,385,"2021",394
"1674",351,"Rockcliffe Care Community - 3rd Fl","3015 Lawrence Ave E","LTCH","Respiratory","COVID-19",NA,2022-10-13,2022-10-30,"N",477,1107,"2022",1133
"1675",351,"The O'Neill Centre","33 Christie St","LTCH","Respiratory","COVID-19",NA,2020-04-10,2020-05-20,"N",316,519,"2020",553
"1676",351,"Yee Hong Centre - Scarborough Finch - 2nd Fl","60 Scottfield Dr","LTCH","Respiratory","Respiratory syncytial virus",NA,2023-10-20,2023-11-16,"N",601,1016,"2023",1066
"1677",352,"Alexis Lodge Retirement Home","707 Ellesmere Rd","LTCH","Respiratory","COVID-19",NA,2021-01-11,2021-02-21,"N",187,385,"2021",394
"1678",352,"Bradgate Arms","54 Foxbar Ave","Retirement Home","Respiratory","COVID-19",NA,2020-04-10,2020-05-31,"N",97,519,"2020",553
"1679",352,"Unity Health Toronto - Providence - B4","3276 St. Clair Avenue East","Hospital-Chronic Care","Respiratory","COVID-19",NA,2022-10-13,2022-11-04,"N",177,1107,"2022",1133
"1680",352,"Yee Hong Centre - Scarborough McNicoll - Ground Fl","2311 McNicoll Ave","LTCH","Respiratory","COVID-19",NA,2023-10-20,2023-11-20,"N",601,1016,"2023",1066
"1681",353,"Baycrest Hospital - Toronto - 5E","3560 Bathurst Street","Hospital-Chronic Care","Respiratory","COVID-19",NA,2021-01-11,2021-02-05,"N",47,385,"2021",394
"1682",353,"Bethseda Home","67 Belgreen Ave","Retirement Home","Respiratory","COVID-19",NA,2023-10-19,2023-10-24,"N",195,1016,"2023",1066
"1683",353,"Castleview Wychwood Towers - 4th & 7th Fl","351 Christie St","LTCH","Respiratory","COVID-19",NA,2022-10-12,2022-11-08,"N",477,1107,"2022",1133
"1684",353,"Hellenic Home","2411 Lawrence Ave E","LTCH","Respiratory","COVID-19",NA,2020-04-10,2020-06-23,"N",316,519,"2020",553
"1685",354,"Cedarbrook Lodge TCU - Transitional Care Unit - 5th & 6th Fl","520 Markham Rd","Transitional Care","Respiratory","COVID-19",NA,2022-10-12,2022-11-14,"N",9,1107,"2022",1133
"1686",354,"Chartwell Trilogy - 4th & 7th Fl","340 McCowan Rd","LTCH","Respiratory","Respiratory syncytial virus",NA,2023-10-19,2023-11-01,"N",601,1016,"2023",1066
"1687",354,"North York General Hospital - General Site - 8 West","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-01-11,2021-01-28,"N",102,385,"2021",394
"1688",354,"Valleyview Residence","541 Finch Ave W","LTCH","Respiratory","COVID-19",NA,2020-04-09,2020-05-14,"N",316,519,"2020",553
"1689",355,"Chartwell Trilogy Long Term Care Residence - 4th & 7th Fl","340 McCowan Rd","LTCH","Respiratory","COVID-19",NA,2023-10-19,2023-12-06,"N",601,1016,"2023",1066
"1690",355,"New Horizons Tower","1140 Bloor St W","Retirement Home","Respiratory","COVID-19",NA,2020-04-09,2020-06-01,"N",97,519,"2020",553
"1691",355,"North York General Hospital - General Site - 7N","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19",NA,2022-10-12,2022-10-31,"N",248,1107,"2022",1133
"1692",355,"Scarborough Health Network-Centenary Hospital - 5E","2867 Ellesmere Road","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-01-11,2021-01-27,"N",102,385,"2021",394
"1693",356,"Ina Grafton Gage Home","40 Bell Estate Rd","LTCH","Respiratory","COVID-19",NA,2020-04-09,2020-07-08,"N",316,519,"2020",553
"1694",356,"One Kenton Place - Programs Rm & 3rd Fl","1 Kenton Dr","Retirement Home","Respiratory","Metapneumovirus",NA,2022-10-12,2022-10-31,"N",205,1107,"2022",1133
"1695",356,"The Jewish Home for the Aged - Apotex 2EI","3560 Bathurst St","LTCH","Respiratory","COVID-19",NA,2023-10-19,2023-10-30,"N",601,1016,"2023",1066
"1696",356,"Toronto East Health Network-Michael Garron Hospital - J5","825 Coxwell Avenue","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-01-11,2021-01-22,"N",102,385,"2021",394
"1697",357,"Ehatare Nursing Home - 4th Fl","40 Old Kingston Rd","LTCH","Respiratory","COVID-19",NA,2020-04-07,2020-04-21,"N",316,519,"2020",553
"1698",357,"Extendicare Craiglee - Dietary, Housekeeping & 1W","102 Craiglee Drive","LTCH","Respiratory","COVID-19",NA,2021-01-10,2021-02-17,"N",187,385,"2021",394
"1699",357,"The Village of Humber Heights - Etobicoke - Becker Fl 3","2245 Lawrence Avenue West","Retirement Home","Respiratory","COVID-19",NA,2022-10-12,2022-10-24,"N",205,1107,"2022",1133
"1700",357,"West Park Healthcare Centre - 3WE","82 Buttonwood Ave","Hospital-Chronic Care","Respiratory","COVID-19",NA,2023-10-19,2023-10-26,"N",131,1016,"2023",1066
"1701",358,"Copernicus Lodge","66 Roncesvalles Ave","LTCH","Respiratory","COVID-19",NA,2023-10-18,2023-11-06,"N",601,1016,"2023",1066
"1702",358,"Labdara Lithuanian Nursing Home","8 Ressurection Rd","LTCH","Respiratory","COVID-19",NA,2020-04-07,2020-05-01,"N",316,519,"2020",553
"1703",358,"Mon Sheong Home for the Aged - 4th Fl","36 D'Arcy St","LTCH","Respiratory","COVID-19",NA,2022-10-11,2022-10-21,"N",477,1107,"2022",1133
"1704",358,"Scarborough Health Network - Birchmount Hospital - G3D","3030 Birchmount Rd.","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-01-10,2021-02-02,"N",102,385,"2021",394
"1705",359,"Amica on the Avenue","1066 Avenue Rd","Retirement Home","Respiratory","COVID-19",NA,2020-04-07,2020-05-12,"N",97,519,"2020",553
"1706",359,"Ehatare Nursing Home - 4th Fl","40 Old Kingston Rd","LTCH","Respiratory","COVID-19",NA,2021-01-09,2021-01-25,"N",187,385,"2021",394
"1707",359,"Fairfield Residence - 2nd Fl","10 Fairfield Ave","Retirement Home","Respiratory","COVID-19",NA,2023-10-18,2023-10-27,"N",195,1016,"2023",1066
"1708",359,"University Health Network - Toronto Western - 8A","399 Bathurst Street","Hospital-Acute Care","Respiratory","COVID-19",NA,2022-10-11,2022-10-20,"N",248,1107,"2022",1133
"1709",360,"Bendale Acres","2920 Lawrence Ave E","LTCH","Respiratory","COVID-19",NA,2020-04-07,2020-05-14,"N",316,519,"2020",553
"1710",360,"Parkland on Eglinton West - 2nd Fl","4650 Eglinton Ave West","LTCH","Respiratory","COVID-19",NA,2023-10-18,2023-10-25,"N",601,1016,"2023",1066
"1711",360,"Retirement Suites by the Lake","2121 Kingston Road","Retirement Home","Respiratory","COVID-19",NA,2021-01-09,2021-02-05,"N",55,385,"2021",394
"1712",360,"West Park Healthcare Centre - 2EA (Geriatric Functional Enhancement)","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19",NA,2022-10-11,2022-10-23,"N",177,1107,"2022",1133
"1713",361,"Extendicare Rouge Valley - Clark House","551 Conlins Rd","LTCH","Respiratory","COVID-19",NA,2022-10-10,2022-10-21,"N",477,1107,"2022",1133
"1714",361,"Humber Valley Terrace","95 Humber College Blvd","LTCH","Respiratory","COVID-19",NA,2020-04-07,2020-06-16,"N",316,519,"2020",553
"1715",361,"Unity Health Toronto - Providence - B4","3276 St. Clair Ave East","Hospital-Chronic Care","Respiratory","COVID-19",NA,2023-10-18,2023-10-30,"N",131,1016,"2023",1066
"1716",361,"University Health Network - Toronto General Hospital - 6ES","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-01-09,2021-02-06,"N",102,385,"2021",394
"1717",362,"Belmont House - 2E","55 Belmont St","LTCH","Respiratory","Rhinovirus",NA,2023-10-17,2023-10-28,"N",601,1016,"2023",1066
"1718",362,"Dom Lipa - 1 West & K-Wing","52 Neilson Drive","LTCH","Respiratory","COVID-19",NA,2021-01-08,2021-02-01,"N",187,385,"2021",394
"1719",362,"Scarborough Health Network - Scarborough General - CP4","3050 Lawrence Ave E","Hospital-Acute Care","Respiratory","COVID-19",NA,2022-10-10,2022-10-30,"N",248,1107,"2022",1133
"1720",362,"Ukrainian Canadian Care Centre","60 Richview Rd","LTCH","Respiratory","COVID-19",NA,2020-04-07,2020-07-11,"N",316,519,"2020",553
"1721",363,"Centennial Park Place - 1st Fl","25 Centennial Park Rd","Retirement Home","Respiratory","COVID-19",NA,2023-10-17,2023-10-26,"N",195,1016,"2023",1066
"1722",363,"Kensington Gardens - 1 East","25 Brunswick Avenue","LTCH","Respiratory","COVID-19",NA,2021-01-08,2021-01-28,"N",187,385,"2021",394
"1723",363,"Queens Estates Retirement Community - Transitional Care  Reh","265 Queens Dr","Retirement Home","Respiratory","COVID-19",NA,2020-04-06,2020-04-23,"N",97,519,"2020",553
"1724",363,"Unity Health Toronto - St. Michael's - 9CCV","30 Bond Street","Hospital-Acute Care","Respiratory","COVID-19",NA,2022-10-10,2022-10-26,"N",248,1107,"2022",1133
"1725",364,"Isabel and Arthur Meighen Manor - Moore Unit","155 Millwood Rd","LTCH","Respiratory","COVID-19",NA,2022-10-09,2022-10-24,"N",477,1107,"2022",1133
"1726",364,"Scarborough Health Network - General Hospital - 3C","3050 Lawrence Ave E","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-01-08,2021-01-20,"N",102,385,"2021",394
"1727",364,"The Dunfield Retirement Residence - 14th & 15th Fl","77 Dunfield Ave","Retirement Home","Respiratory","COVID-19",NA,2023-10-17,2023-10-30,"N",195,1016,"2023",1066
"1728",364,"The Russell Hill Retirement Residence","262 St. Clair Ave W","Retirement Home","Respiratory","COVID-19",NA,2020-04-06,2020-04-30,"N",97,519,"2020",553
"1729",365,"The Dunfield Retirement Residence - 3rd Fl","77 Dunfield Avenue","Retirement Home","Respiratory","COVID-19",NA,2021-01-08,2021-01-30,"N",55,385,"2021",394
"1730",365,"The Wexford - 4th & 6th Fl","1860 Lawrence Ave E","LTCH","Respiratory","COVID-19",NA,2022-10-09,2022-11-07,"N",477,1107,"2022",1133
"1731",365,"Unity Health Toronto - Houses of Providence - HOP 1W - Balsam & Maple","3276 St Clair Ave E","LTCH","Respiratory","COVID-19",NA,2023-10-17,2023-10-30,"N",601,1016,"2023",1066
"1732",365,"Weston Terrace Care Community","2005 Lawrence Ave W","LTCH","Respiratory","COVID-19",NA,2020-04-06,2020-07-12,"N",316,519,"2020",553
"1733",366,"Amica Bayview Village","15 Barberry Pl","Retirement Home","Respiratory","COVID-19",NA,2022-10-08,2022-11-18,"N",205,1107,"2022",1133
"1734",366,"Chartwell Scarlett Heights Retirement Residence - 2nd Fl (Memory Fl Lane)","4005 Eglinton Ave W","Retirement Home","Respiratory","COVID-19",NA,2023-10-16,2023-10-26,"N",195,1016,"2023",1066
"1735",366,"Labdara Lithuanian Nursing Home - Kitchen, 3rd Fl","5 Resurrection Road","LTCH","Respiratory","COVID-19",NA,2021-01-07,2021-01-22,"N",187,385,"2021",394
"1736",366,"Midland Gardens Care Community","130 Midland Ave","LTCH","Respiratory","COVID-19",NA,2020-04-06,2020-07-17,"N",316,519,"2020",553
"1737",367,"Altamont Care Community - Wing 1, 3 & 4","92 Island Rd","LTCH","Respiratory","COVID-19",NA,2022-10-07,2022-11-07,"N",477,1107,"2022",1133
"1738",367,"Donway Place - 2nd Fl","8 The Donway E","Retirement Home","Respiratory","Rhinovirus",NA,2023-10-16,2023-10-20,"N",195,1016,"2023",1066
"1739",367,"Scarborough Retirement Residence","148 Markham Road","Retirement Home","Respiratory","COVID-19",NA,2021-01-07,2021-02-12,"N",55,385,"2021",394
"1740",367,"Wesburn Manor - 3N & 4th Fl","400 The West Mall","LTCH","Respiratory","Rhinovirus",NA,2020-04-06,2020-04-26,"N",316,519,"2020",553
"1741",368,"Forest Hill Place - 3rd, 4th, 5th, 6th & 7th Fl","645 Castlefield Ave","Retirement Home","Enteric","Unable to identify",NA,2023-10-16,2023-10-25,"N",195,47,"2023",1066
"1742",368,"Kingsway - 5th Fl","4251 Dundas Street W","Retirement Home","Respiratory","COVID-19",NA,2022-10-07,2022-10-27,"N",205,1107,"2022",1133
"1743",368,"The Wexford - 7th Fl","1860 Lawrence Ave E","LTCH","Respiratory","Unable to identify",NA,2020-04-06,2020-04-15,"N",316,519,"2020",553
"1744",368,"Unity Health Toronto - Providence Healthcare - A4","3276 St. Clair Avenue East","Hospital-Chronic Care","Respiratory","COVID-19",NA,2021-01-07,2021-01-15,"N",47,385,"2021",394
"1745",369,"Fountain View Care Community - 2nd Fl - Breezeway","1800 O'Connor Dr","LTCH","Respiratory","COVID-19",NA,2023-10-16,2023-10-20,"N",601,1016,"2023",1066
"1746",369,"North York General Hospital - General Site - 6W","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19",NA,2022-10-07,2022-10-16,"N",248,1107,"2022",1133
"1747",369,"Unity Health Toronto - St. Joseph's Health Centre - 4th Fl","200 Church Street","Hospital-Chronic Care","Respiratory","COVID-19",NA,2021-01-07,2021-01-27,"N",47,385,"2021",394
"1748",369,"West Park Healthcare Centre - 3WF","82 Buttonwood Ave","Hospital-Chronic Care","Respiratory","Coronavirus*",NA,2020-04-05,2020-04-13,"N",49,519,"2020",553
"1749",370,"Fudger House","439 Sherbourne St","LTCH","Respiratory","Rhinovirus",NA,2023-10-16,2023-11-10,"N",601,1016,"2023",1066
"1750",370,"Tendercare Living Centre - 2 West & 2 East","1020 McNicoll Ave","LTCH","Respiratory","COVID-19",NA,2022-10-07,2022-10-29,"N",477,1107,"2022",1133
"1751",370,"The Rekai Centre at Wellesley","160 Wellesley St E","LTCH","Respiratory","COVID-19",NA,2020-04-04,2020-06-05,"N",316,519,"2020",553
"1752",370,"University Health Network - Bickle Centre - 3South","130 Dunn Avenue","Hospital-Acute Care","Respiratory","COVID-19",NA,2021-01-07,2021-01-20,"N",102,385,"2021",394
